chart,version,base,promotion_state,promotion_status,server_clone_exists,promote_readiness,owner_class,blocked_by,evidence_receipt,next_action,reason
prometheus-community/prometheus,29.9.0,server-only-ephemeral,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/cl-prometheus-29-9-0-server-only-ephemeral-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
rook-release/rook-ceph-cluster,v1.19.5,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/rook-ceph-cluster-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
rook-release/rook-ceph,v1.19.5,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/rook-ceph-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
runix/pgadmin4,1.62.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/pgadmin4-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
sealed-secrets/sealed-secrets,2.18.6,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/sealed-secrets-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
sealed-secrets/sealed-secrets,2.18.6,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/sealed-secrets-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
secrets-store-csi-driver/secrets-store-csi-driver,1.6.0,default,watch,proven-with-watch,yes,watch-grade,run-proof,,runs/secrets-store-csi-driver-confighub-proof/latest/variant-promotion-receipt.yaml,ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback"
secrets-store-csi-driver/secrets-store-csi-driver,1.6.0,sync-secret-rotation,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/secrets-store-csi-driver-sync-secret-rotation-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
stakater/reloader,2.2.12,controller-default-reviewed,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/reloader-controller-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
stakater/reloader,2.2.12,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/reloader-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
stakater/reloader,2.2.14,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
strimzi/strimzi-kafka-operator,1.0.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/strimzi-kafka-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
strimzi/strimzi-kafka-operator,1.0.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/strimzi-kafka-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
traefik/traefik,40.2.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/traefik-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
traefik/traefik,40.2.0,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/traefik-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
traefik/traefik,41.0.2,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
valkey/valkey,0.11.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
velero/velero,12.0.1,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/velero-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
velero/velero,12.0.1,no-crds,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/velero-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
velero/velero,12.1.0,default,todo,missing-confighub-proof,no,blocked-needs-confighub-proof,run-proof,,,run the ConfigHub proof lane first,promotion depends on upstream and downstream ConfigHub Spaces; the ConfigHub proof lane is missing
vm/victoria-logs-single,0.12.5,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/victoria-logs-single-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
vm/victoria-metrics-single,0.39.0,default,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/victoria-metrics-single-default-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
vm/victoria-metrics-single,0.39.0,default-reviewed,yes,proven,yes,promotion-proven,not-applicable-if-any,,runs/victoria-metrics-single-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,keep receipt fresh when the upstream base changes,server-side promotion receipt passed
