chart,version,variant,lane,lane_label,state,reason,next_action,support_artifact,owner,completion_class,command
gatekeeper/gatekeeper,3.22.2,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
gatekeeper/gatekeeper,3.22.2,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
gatekeeper/gatekeeper,3.22.2,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/gatekeeper-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
gatekeeper/gatekeeper,3.22.2,no-crds,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
gatekeeper/gatekeeper,3.22.2,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/gatekeeper-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
gitlab/gitlab-runner,0.89.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
gitlab/gitlab-runner,0.89.0,default + external-api,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
gitlab/gitlab-runner,0.89.0,default + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
gitlab/gitlab-runner,0.89.0,default,G,gitops-oci-live,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/gitlab/gitlab-runner/0.89.0 --base default
gitlab/gitlab-runner,0.89.0,default,K,two-cluster-kind,watch,helm-runtime: upstream not ready (parity passed),Review the runtime residue (crash loop / readiness) on the target and record a runtime-review support artifact.,runs/live-kind-parity/gitlab-gitlab-runner-default/receipt.yaml,needs runtime review,already-decided,npm run kind-parity:run -- --recipe recipes/gitlab/gitlab-runner/0.89.0 --base default
gitlab/gitlab-runner,0.89.0,default,L,local-live,fail,local-live fail: runtime-readiness: deployment/gitlab-runner: not-ready (gitlab-runner-844d54c8cc-x6rtt[ ready=false restarts=1;]),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/gitlab-gitlab-runner-0.89.0-default/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/gitlab/gitlab-runner/0.89.0 --base default
gitlab/gitlab-runner,0.89.0,default,P,live-helm-vs-confighub-parity,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/gitlab/gitlab-runner/0.89.0 --base default
gitlab/gitlab-runner,0.89.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/gitlab-runner-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
gitlab/gitlab-runner,0.89.0,runner-existing-secret,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/alloy,1.8.2,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/alloy,1.8.2,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
grafana/alloy,1.8.2,default,promotion,variant-promotion (blocked),blocked,server-side promotion did not prove changed-unit catch-up and added-unit cloning,inspect the promotion receipt and resolve the recorded blocker,runs/grafana-alloy-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/alloy,1.8.2,no-crds,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
grafana/alloy,1.8.2,no-crds,promotion,variant-promotion (blocked),blocked,server-side promotion did not prove changed-unit catch-up and added-unit cloning,inspect the promotion receipt and resolve the recorded blocker,runs/grafana-alloy-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/grafana,10.5.15,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/grafana,10.5.15,customer-acme-prod,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-execution/grafana-customer-acme-prod/variant-create-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/grafana,10.5.15,existing-secret-ingress,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/grafana-existing-secret-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/grafana,10.5.15,generated-passwords,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/grafana-generated-passwords-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/grafana,10.5.15,prod-us-east,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-execution/grafana-prod-us-east/variant-create-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/loki,7.0.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/loki,7.0.0,simple-scalable-minio,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
grafana/loki,7.0.0,simple-scalable-minio,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/loki-simple-scalable-minio-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/loki,7.0.0,single-binary-filesystem,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
grafana/loki,7.0.0,single-binary-filesystem,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/loki-single-binary-filesystem-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/promtail,6.17.1,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/promtail,6.17.1,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/promtail-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
grafana/pyroscope,2.0.2,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/pyroscope,2.0.2,default + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/pyroscope,2.0.2,default,G,gitops-oci-live,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/grafana/pyroscope/2.0.2/runtime-review.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/pyroscope/2.0.2 --base default
grafana/pyroscope,2.0.2,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
grafana/pyroscope,2.0.2,default,P,live-helm-vs-confighub-parity,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/grafana/pyroscope/2.0.2/runtime-review.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/pyroscope/2.0.2 --base default
grafana/pyroscope,2.0.2,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/pyroscope-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
grafana/pyroscope,2.0.2,ha + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/pyroscope,2.0.2,ha,G,gitops-oci-live,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/grafana/pyroscope/2.0.2/runtime-review.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/pyroscope/2.0.2 --base ha
grafana/pyroscope,2.0.2,ha,K,two-cluster-kind,blocked,semantic object parity issue: missing=0 extra=2 diffs=0; extra=apiextensions.k8s.io/v1|CustomResourceDefinition||podlogs.monitoring.grafana.com; v1|Namespace||default,"Catalog work: update the base, render context, target facts, or semantic contract so the installer package matches the live Helm result, then rerun.",runs/live-kind-parity/grafana-pyroscope-ha/receipt.yaml,catalog,needs-modeling,
grafana/pyroscope,2.0.2,ha,L,local-live,fail,local-live fail: runtime-readiness: statefulset/pyroscope: not-ready (pyroscope-0[ ready=false restarts=1;] pyroscope-1[ ready=false restarts=1;] pyroscope-alloy-0[ ready=true restarts=0; ready=true restarts=0;] surveyor-c4759d87-),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/grafana-pyroscope-2.0.2-ha/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/grafana/pyroscope/2.0.2 --base ha
grafana/pyroscope,2.0.2,ha,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
grafana/pyroscope,2.0.2,ha,P,live-helm-vs-confighub-parity,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/grafana/pyroscope/2.0.2/runtime-review.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/pyroscope/2.0.2 --base ha
grafana/pyroscope,2.0.2,ha,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/pyroscope-ha-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
grafana/pyroscope,2.0.2,no-crds + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/pyroscope,2.0.2,no-crds,G,gitops-oci-live,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/grafana/pyroscope/2.0.2/runtime-review.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/pyroscope/2.0.2 --base no-crds
grafana/pyroscope,2.0.2,no-crds,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
grafana/pyroscope,2.0.2,no-crds,P,live-helm-vs-confighub-parity,watch,target-runtime: ConfigHub workload not ready (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/grafana/pyroscope/2.0.2/runtime-review.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/pyroscope/2.0.2 --base no-crds
grafana/pyroscope,2.0.2,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/pyroscope-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
grafana/rollout-operator,0.49.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/rollout-operator,0.49.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/rollout-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
grafana/rollout-operator,0.49.0,no-crds + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/rollout-operator,0.49.0,no-crds,K,two-cluster-kind,watch,target-runtime: installer-applied workload not ready at observation cutoff (parity passed),Review the runtime residue (crash loop / readiness) on the target and record a runtime-review support artifact.,runs/live-kind-parity/grafana-rollout-operator-no-crds/receipt.yaml,needs runtime review,already-decided,npm run kind-parity:run -- --recipe recipes/grafana/rollout-operator/0.49.0 --base no-crds
grafana/rollout-operator,0.49.0,no-crds,L,local-live,fail,local-live fail: runtime-readiness: deployment/rollout-operator: not-ready (rollout-operator-5f688cdb68-psdjv[ ready=false restarts=0;]),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/grafana-rollout-operator-0.49.0-no-crds/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,
grafana/rollout-operator,0.49.0,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/rollout-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
grafana/tempo,1.24.4,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
grafana/tempo,1.24.4,local-persistent,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/tempo-local-persistent-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
grafana/tempo,1.24.4,s3-query-observability,G,gitops-oci-live,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/grafana/tempo/1.24.4/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/tempo/1.24.4 --base s3-query-observability
grafana/tempo,1.24.4,s3-query-observability,L,local-live,blocked,local-live blocked: cloud-or-provider-prerequisite: statefulset/tempo: prerequisite-blocked (stuck creating: missing mount/secret/config) (tempo-0[CreateContainerConfigError ready=false restarts=0; ready=true restarts=0;]),Model the provider dependency as target facts or an external managed prerequisite before rerun.,runs/next80-local-kind/grafana-tempo-1.24.4-s3-query-observability/observation-receipt.yaml,cloud-or-provider-prerequisite,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/grafana/tempo/1.24.4 --base s3-query-observability
grafana/tempo,1.24.4,s3-query-observability,P,live-helm-vs-confighub-parity,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/grafana/tempo/1.24.4/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/grafana/tempo/1.24.4 --base s3-query-observability
grafana/tempo,1.24.4,s3-query-observability,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/tempo-s3-query-observability-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
haproxytech/kubernetes-ingress,1.52.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
haproxytech/kubernetes-ingress,1.52.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/haproxy-ingress-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
hashicorp/consul,2.0.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/consul,2.0.0,default-control-plane,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
hashicorp/consul,2.0.0,default-control-plane,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/consul-default-control-plane-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/consul,2.0.0,secure-mesh-existing-secrets,G,gitops-oci-live,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/hashicorp/consul/2.0.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/consul/2.0.0 --base secure-mesh-existing-secrets --target-profile kind-three-node
hashicorp/consul,2.0.0,secure-mesh-existing-secrets,L,local-live,fail,local-live fail: webhook-cert-lifecycle: deployment/consul-consul-connect-injector: not-ready (consul-consul-connect-injector-5f47dfbd9-knxmc[CrashLoopBackOff ready=false restarts=6;] consul-consul-ingress-gateway-7c9f6b86f8-v484m[PodInitializing ready=fa),"Model the serving certificate as a generated fact, target fact, cert-manager dependency, preflight, or explicit lifecycle action, then rerun.",runs/next80-local-kind/hashicorp-consul-2.0.0-secure-mesh-existing-secrets/observation-receipt.yaml,webhook-cert-lifecycle,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/hashicorp/consul/2.0.0 --base secure-mesh-existing-secrets --target-profile kind-three-node
hashicorp/consul,2.0.0,secure-mesh-existing-secrets,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
hashicorp/consul,2.0.0,secure-mesh-existing-secrets,P,live-helm-vs-confighub-parity,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/hashicorp/consul/2.0.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/consul/2.0.0 --base secure-mesh-existing-secrets --target-profile kind-three-node
hashicorp/consul,2.0.0,secure-mesh-existing-secrets,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/consul-secure-mesh-existing-secrets-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/terraform,1.1.2,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/terraform,1.1.2,default + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/terraform,1.1.2,default,G,gitops-oci-live,watch,target-runtime: pod ContainerCreating (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base default
hashicorp/terraform,1.1.2,default,K,two-cluster-kind,blocked,"semantic object parity issue: missing=0 extra=2 diffs=0; extra=apiextensions.k8s.io/v1|CustomResourceDefinition||workspaces.app.terraform.io; v1|Namespace||default; runtime also requires hook/target Secret(s): terraformrc, workspacesecrets","Catalog work: update the base, render context, target facts, or semantic contract so the installer package matches the live Helm result, then rerun.",runs/live-kind-parity/hashicorp-terraform-default/receipt.yaml,catalog,needs-modeling,
hashicorp/terraform,1.1.2,default,L,local-live,blocked,local-live blocked: target-prerequisite: deployment/terraform-terraform-sync-workspace: prerequisite-blocked (stuck creating: missing mount/secret/config) (terraform-terraform-sync-workspace-67688dd4fd-tk52q[ContainerCreating ready=false restarts=0;]),"Turn the missing target condition into a target fact, preflight, lifecycle route, or better base variant.",runs/next80-local-kind/hashicorp-terraform-1.1.2-default/observation-receipt.yaml,target-prerequisite,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base default
hashicorp/terraform,1.1.2,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
hashicorp/terraform,1.1.2,default,P,live-helm-vs-confighub-parity,watch,target-runtime: pod ContainerCreating (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base default
hashicorp/terraform,1.1.2,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/terraform-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
hashicorp/terraform,1.1.2,no-crds + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/terraform,1.1.2,no-crds + secret,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/terraform,1.1.2,no-crds,G,gitops-oci-live,watch,target-runtime: pod ContainerCreating (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base no-crds
hashicorp/terraform,1.1.2,no-crds,K,two-cluster-kind,blocked,target-prerequisite: required Secret missing (parity passed),"Stage the named Secret as a target fact, then the row can move to pass.",runs/live-kind-parity/hashicorp-terraform-no-crds/receipt.yaml,user,needs-target-or-prereq-fix,
hashicorp/terraform,1.1.2,no-crds,L,local-live,blocked,local-live blocked: runtime-readiness: deployment/terraform-terraform-sync-workspace: prerequisite-blocked (stuck creating: missing mount/secret/config) (kibana-kibana-9bf64bc55-qm87r[ContainerCreating ready=false restarts=0;] rollout-operator-5f688cdb68-pc7sz[ ready=false restarts=0;] surveyor-c47,"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/hashicorp-terraform-1.1.2-no-crds/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base no-crds
hashicorp/terraform,1.1.2,no-crds,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
hashicorp/terraform,1.1.2,no-crds,P,live-helm-vs-confighub-parity,watch,target-runtime: pod ContainerCreating (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,recipes/hashicorp/terraform/1.1.2/target-prerequisite-plan.yaml,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/terraform/1.1.2 --base no-crds
hashicorp/terraform,1.1.2,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/terraform-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
hashicorp/vault,0.32.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/vault,0.32.0,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
hashicorp/vault,0.32.0,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/vault-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
