row_kind,catalog_layer,customization_layer,row_status,custom_discussion,candidate_source,candidate_state,candidate_inputs,candidate_required_before,parent_base,downstream_space,target_run_status,target_run_receipt,target_run_blockers,chart,version,variant,catalog_tier,adoption_bucket,quirk_features,hard_gap,strongest_evidence,next_action,hook_count,hook_disposition,hook_evidence_version,hook_live_status,lifecycle_route_contract,lifecycle_route_count,lifecycle_route_dispositions,lifecycle_route_execution_modes,lifecycle_route_safe_automatic,lifecycle_route_evidence_version,lifecycle_route_contract_path,lifecycle_route_json_path,render_intent_state,render_intent_next_action,render_intent_path,render_intent_lifecycle_state,render_intent_lifecycle_reason,render_intent_lifecycle_next_action,render_intent_target_state,render_intent_target_reason,render_intent_target_next_action,render_intent_target_requirement_count,render_intent_target_action_count,lane_render_parity,lane_confighub_scan_ops,lane_local_kind,lane_lifecycle_observed,lane_gitops_oci_live,lane_live_dual_parity,lane_two_cluster_kind,core_lanes_complete,outcome_level,production_decision,production_target_scope,variant_promotion,variant_promotion_status,variant_promotion_evidence,variant_promotion_reason,variant_promotion_next_action,active_proof_next_step,active_proof_readiness,active_proof_reason,active_proof_command,active_proof_support_artifact,recipe_path,recipe_catalog_path,variant_path,package_base_path,variant_revision_path,source_lock_path,source_repository_url,source_content_url,github_recipe_url,github_catalog_url,github_package_base_url,completion_action,completion_action_summary,completion_action_families,completion_deferred_cells,completion_owner_lanes
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,percona/pg-operator,3.0.0,no-crds,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/percona-pg-operator-3-0-0-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,8 target prerequisites declared by this base.,,8,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/pg-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/percona/pg-operator/3.0.0,recipes/percona/pg-operator/3.0.0/CATALOG.md,recipes/percona/pg-operator/3.0.0/variants/no-crds/variant.yaml,packages/percona/pg-operator/3.0.0/bases/no-crds,recipes/percona/pg-operator/3.0.0/revisions/no-crds/r001/variant-revision.yaml,recipes/percona/pg-operator/3.0.0/source-lock.yaml,https://percona.github.io/percona-helm-charts/,,https://github.com/confighub/helm-expt/tree/main/recipes/percona/pg-operator/3.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/percona/pg-operator/3.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/percona/pg-operator/3.0.0/bases/no-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,percona/psmdb-operator,1.22.0,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/percona/psmdb-operator/1.22.0,recipes/percona/psmdb-operator/1.22.0/CATALOG.md,,,,recipes/percona/psmdb-operator/1.22.0/source-lock.yaml,https://percona.github.io/percona-helm-charts/,,https://github.com/confighub/helm-expt/tree/main/recipes/percona/psmdb-operator/1.22.0,https://github.com/confighub/helm-expt/blob/main/recipes/percona/psmdb-operator/1.22.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/percona/psmdb-operator/1.22.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,percona/psmdb-operator,1.22.0,default,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/percona-psmdb-operator-1-22-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/psmdb-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/percona/psmdb-operator/1.22.0,recipes/percona/psmdb-operator/1.22.0/CATALOG.md,recipes/percona/psmdb-operator/1.22.0/variants/default/variant.yaml,packages/percona/psmdb-operator/1.22.0/bases/default,recipes/percona/psmdb-operator/1.22.0/revisions/default/r001/variant-revision.yaml,recipes/percona/psmdb-operator/1.22.0/source-lock.yaml,https://percona.github.io/percona-helm-charts/,,https://github.com/confighub/helm-expt/tree/main/recipes/percona/psmdb-operator/1.22.0,https://github.com/confighub/helm-expt/blob/main/recipes/percona/psmdb-operator/1.22.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/percona/psmdb-operator/1.22.0/bases/default,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,percona/psmdb-operator,1.22.0,no-crds,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/percona-psmdb-operator-1-22-0-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/psmdb-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/percona/psmdb-operator/1.22.0,recipes/percona/psmdb-operator/1.22.0/CATALOG.md,recipes/percona/psmdb-operator/1.22.0/variants/no-crds/variant.yaml,packages/percona/psmdb-operator/1.22.0/bases/no-crds,recipes/percona/psmdb-operator/1.22.0/revisions/no-crds/r001/variant-revision.yaml,recipes/percona/psmdb-operator/1.22.0/source-lock.yaml,https://percona.github.io/percona-helm-charts/,,https://github.com/confighub/helm-expt/tree/main/recipes/percona/psmdb-operator/1.22.0,https://github.com/confighub/helm-expt/blob/main/recipes/percona/psmdb-operator/1.22.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/percona/psmdb-operator/1.22.0/bases/no-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,percona/pxc-operator,1.19.1,(source),next80-proof-grade,source-chart,lookup;crds;cluster-rbac,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/percona/pxc-operator/1.19.1,recipes/percona/pxc-operator/1.19.1/CATALOG.md,,,,recipes/percona/pxc-operator/1.19.1/source-lock.yaml,https://percona.github.io/percona-helm-charts/,,https://github.com/confighub/helm-expt/tree/main/recipes/percona/pxc-operator/1.19.1,https://github.com/confighub/helm-expt/blob/main/recipes/percona/pxc-operator/1.19.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/percona/pxc-operator/1.19.1/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,percona/pxc-operator,1.19.1,default,next80-proof-grade,promote-after-review,lookup;crds;cluster-rbac,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/percona-pxc-operator-1-19-1-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,todo,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/pxc-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/percona/pxc-operator/1.19.1,recipes/percona/pxc-operator/1.19.1/CATALOG.md,recipes/percona/pxc-operator/1.19.1/variants/default/variant.yaml,packages/percona/pxc-operator/1.19.1/bases/default,recipes/percona/pxc-operator/1.19.1/revisions/default/r001/variant-revision.yaml,recipes/percona/pxc-operator/1.19.1/source-lock.yaml,https://percona.github.io/percona-helm-charts/,,https://github.com/confighub/helm-expt/tree/main/recipes/percona/pxc-operator/1.19.1,https://github.com/confighub/helm-expt/blob/main/recipes/percona/pxc-operator/1.19.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/percona/pxc-operator/1.19.1/bases/default,deferred,deferred:1,CCP-04:lifecycle-not-applicable,1,product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,percona/pxc-operator,1.19.1,no-crds,next80-proof-grade,promote-after-review,lookup;crds;cluster-rbac,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/percona-pxc-operator-1-19-1-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,3 target prerequisites declared by this base.,,3,0,yes,yes,no,todo,yes,yes,yes,no,live-parity,todo,,yes,proven,runs/pxc-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/percona/pxc-operator/1.19.1,recipes/percona/pxc-operator/1.19.1/CATALOG.md,recipes/percona/pxc-operator/1.19.1/variants/no-crds/variant.yaml,packages/percona/pxc-operator/1.19.1/bases/no-crds,recipes/percona/pxc-operator/1.19.1/revisions/no-crds/r001/variant-revision.yaml,recipes/percona/pxc-operator/1.19.1/source-lock.yaml,https://percona.github.io/percona-helm-charts/,,https://github.com/confighub/helm-expt/tree/main/recipes/percona/pxc-operator/1.19.1,https://github.com/confighub/helm-expt/blob/main/recipes/percona/pxc-operator/1.19.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/percona/pxc-operator/1.19.1/bases/no-crds,stage,deferred:1; stage:1,CCP-04:lifecycle-not-applicable; CCP-05:operator-review,1,product-decision:2
source,F1,F1 upstream chart source,real,no,,,,,,,,,,policy-reporter/policy-reporter,3.9.1,(source),,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/policy-reporter/policy-reporter/3.9.1,data/kubara-catalog-release/recipe-views/recipes/policy-reporter/policy-reporter/3.9.1/CATALOG.md,,,,recipes/policy-reporter/policy-reporter/3.9.1/source-lock.yaml,https://kyverno.github.io/policy-reporter,,https://github.com/confighub/helm-expt/tree/main/recipes/policy-reporter/policy-reporter/3.9.1,https://github.com/confighub/helm-expt/blob/main/data/kubara-catalog-release/recipe-views/recipes/policy-reporter/policy-reporter/3.9.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/policy-reporter/policy-reporter/3.9.1/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,policy-reporter/policy-reporter,3.9.1,default,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/policy-reporter-policy-reporter-3-9-1-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,todo,todo,n/a,todo,todo,todo,no,render-parity,todo,,todo,missing-status,,no server-side promotion status row exists yet for this base,generate or run the server-side variant promotion status for this base,,,,,,recipes/policy-reporter/policy-reporter/3.9.1,data/kubara-catalog-release/recipe-views/recipes/policy-reporter/policy-reporter/3.9.1/CATALOG.md,recipes/policy-reporter/policy-reporter/3.9.1/variants/default/variant.yaml,packages/policy-reporter/policy-reporter/3.9.1/bases/default,recipes/policy-reporter/policy-reporter/3.9.1/revisions/default/r001/variant-revision.yaml,recipes/policy-reporter/policy-reporter/3.9.1/source-lock.yaml,https://kyverno.github.io/policy-reporter,,https://github.com/confighub/helm-expt/tree/main/recipes/policy-reporter/policy-reporter/3.9.1,https://github.com/confighub/helm-expt/blob/main/data/kubara-catalog-release/recipe-views/recipes/policy-reporter/policy-reporter/3.9.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/policy-reporter/policy-reporter/3.9.1/bases/default,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,projectcalico/tigera-operator,v3.32.0,(source),next80-proof-grade,source-chart,lookup;hooks;cluster-rbac,,source-lock,choose or create an F2 base before rendering or deploying,1,observed,,yes,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/projectcalico/tigera-operator/v3.32.0,recipes/projectcalico/tigera-operator/v3.32.0/CATALOG.md,,,,recipes/projectcalico/tigera-operator/v3.32.0/source-lock.yaml,https://docs.tigera.io/calico/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/projectcalico/tigera-operator/v3.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/projectcalico/tigera-operator/v3.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/projectcalico/tigera-operator/v3.32.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,projectcalico/tigera-operator,v3.32.0,default,next80-proof-grade,needs-useful-variant,lookup;hooks;cluster-rbac,,live-helm-vs-confighub-parity,add at least one user-shaped variant before catalog promotion,1,observed,,yes,yes,2,observed:2,user-executes:2,0/2,,data/lifecycle-routes/summary.md,data/lifecycle-routes/routes.json,attached,,data/helm-render-intents/intents/projectcalico-tigera-operator-v3-32-0-default.yaml,attached,2 lifecycle routes attached for this exact chart version and base.,,attached,4 target prerequisites declared by this base.,,4,0,yes,yes,no,yes,yes,yes,yes,no,live-parity,todo,,yes,proven,runs/tigera-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/projectcalico/tigera-operator/v3.32.0,recipes/projectcalico/tigera-operator/v3.32.0/CATALOG.md,recipes/projectcalico/tigera-operator/v3.32.0/variants/default/variant.yaml,packages/projectcalico/tigera-operator/v3.32.0/bases/default,recipes/projectcalico/tigera-operator/v3.32.0/revisions/default/r001/variant-revision.yaml,recipes/projectcalico/tigera-operator/v3.32.0/source-lock.yaml,https://docs.tigera.io/calico/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/projectcalico/tigera-operator/v3.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/projectcalico/tigera-operator/v3.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/projectcalico/tigera-operator/v3.32.0/bases/default,run,run:1,CCP-14:lifecycle-route,0,Codex-live:1
candidate,F2c,F2c candidate useful base,candidate-custom-discussion,yes,data/useful-base-realization-wave/wave2-selection.csv,not-yet-rendered,CRD ownership; admission/webhook behavior; RBAC scope; leader-election or HA flags; required values; target facts; required chart values,helm-equivalence receipt for the new values profile; package verification; queue row update,default,,not-applicable,,CRD ownership; admission/webhook behavior; RBAC scope; leader-election or HA flags; required values; target facts; required chart values,projectcalico/tigera-operator,v3.32.0,controller-default-reviewed,candidate,candidate-custom-discussion,lookup;hooks;cluster-rbac,CRD ownership; admission/webhook behavior; RBAC scope; leader-election or HA flags; required values; target facts; required chart values,candidate-plan,"design effective-values-controller-default-reviewed.yaml from the named knobs, re-render via the recipe lane, then realize variant+revision+package base",,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,data/useful-base-realization-wave/wave2-selection.csv,recipes/projectcalico/tigera-operator/v3.32.0,recipes/projectcalico/tigera-operator/v3.32.0/CATALOG.md,,,,recipes/projectcalico/tigera-operator/v3.32.0/source-lock.yaml,https://docs.tigera.io/calico/charts,,https://github.com/confighub/helm-expt/tree/main/recipes/projectcalico/tigera-operator/v3.32.0,https://github.com/confighub/helm-expt/blob/main/recipes/projectcalico/tigera-operator/v3.32.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/projectcalico/tigera-operator/v3.32.0/bases/default,model,model:1,candidate-row,0,product-review:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,prometheus-community/alertmanager,1.37.0,(source),next80-proof-grade,source-chart,tpl;stateful-storage,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/prometheus-community/alertmanager/1.37.0,recipes/prometheus-community/alertmanager/1.37.0/CATALOG.md,,,,recipes/prometheus-community/alertmanager/1.37.0/source-lock.yaml,https://prometheus-community.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/prometheus-community/alertmanager/1.37.0,https://github.com/confighub/helm-expt/blob/main/recipes/prometheus-community/alertmanager/1.37.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/prometheus-community/alertmanager/1.37.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,prometheus-community/alertmanager,1.37.0,default,next80-proof-grade,promote-after-review,tpl;stateful-storage,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/prometheus-community-alertmanager-1-37-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/alertmanager-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/prometheus-community/alertmanager/1.37.0,recipes/prometheus-community/alertmanager/1.37.0/CATALOG.md,recipes/prometheus-community/alertmanager/1.37.0/variants/default/variant.yaml,packages/prometheus-community/alertmanager/1.37.0/bases/default,recipes/prometheus-community/alertmanager/1.37.0/revisions/default/r001/variant-revision.yaml,recipes/prometheus-community/alertmanager/1.37.0/source-lock.yaml,https://prometheus-community.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/prometheus-community/alertmanager/1.37.0,https://github.com/confighub/helm-expt/blob/main/recipes/prometheus-community/alertmanager/1.37.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/prometheus-community/alertmanager/1.37.0/bases/default,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,prometheus-community/alertmanager,1.37.0,ha,next80-proof-grade,promote-after-review,tpl;stateful-storage,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/prometheus-community-alertmanager-1-37-0-ha.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/alertmanager-ha-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/prometheus-community/alertmanager/1.37.0,recipes/prometheus-community/alertmanager/1.37.0/CATALOG.md,recipes/prometheus-community/alertmanager/1.37.0/variants/ha/variant.yaml,packages/prometheus-community/alertmanager/1.37.0/bases/ha,recipes/prometheus-community/alertmanager/1.37.0/revisions/ha/r001/variant-revision.yaml,recipes/prometheus-community/alertmanager/1.37.0/source-lock.yaml,https://prometheus-community.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/prometheus-community/alertmanager/1.37.0,https://github.com/confighub/helm-expt/blob/main/recipes/prometheus-community/alertmanager/1.37.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/prometheus-community/alertmanager/1.37.0/bases/ha,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,prometheus-community/kube-prometheus-stack,85.3.3,(source),top20-catalog-supported,source-chart,lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,existing-secret (chart ships no Secret toggle),source-lock,choose or create an F2 base before rendering or deploying,2,observed,,yes,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/prometheus-community/kube-prometheus-stack/85.3.3,recipes/prometheus-community/kube-prometheus-stack/85.3.3/CATALOG.md,,,,recipes/prometheus-community/kube-prometheus-stack/85.3.3/source-lock.yaml,https://prometheus-community.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/prometheus-community/kube-prometheus-stack/85.3.3,https://github.com/confighub/helm-expt/blob/main/recipes/prometheus-community/kube-prometheus-stack/85.3.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/prometheus-community/kube-prometheus-stack/85.3.3/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,prometheus-community/kube-prometheus-stack,85.3.3,default,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,existing-secret (chart ships no Secret toggle),live-helm-vs-confighub-parity,"choose the target-ready base, then record explicit security acceptance or create a hardened base before claiming a target run path",2,observed,,yes,todo,8,observed:7; todo:1,not-yet-executable:1; user-executes:7,0/8,,data/lifecycle-routes/summary.md,data/lifecycle-routes/routes.json,attached,,data/helm-render-intents/intents/prometheus-community-kube-prometheus-stack-85-3-3-default.yaml,attached,8 lifecycle routes attached for this exact chart version and base.,,attached,11 target prerequisites declared by this base.,,11,0,yes,yes,yes,yes,yes,yes,todo,yes,live-parity,yes,cub-lk-kind-vanilla; namespace=monitoring; delivery=confighub-oci; controller=argo,yes,proven,runs/kube-prometheus-stack-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/prometheus-community/kube-prometheus-stack/85.3.3,recipes/prometheus-community/kube-prometheus-stack/85.3.3/CATALOG.md,recipes/prometheus-community/kube-prometheus-stack/85.3.3/variants/default/variant.yaml,packages/prometheus-community/kube-prometheus-stack/85.3.3/bases/default,recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/default/r001/variant-revision.yaml,recipes/prometheus-community/kube-prometheus-stack/85.3.3/source-lock.yaml,https://prometheus-community.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/prometheus-community/kube-prometheus-stack/85.3.3,https://github.com/confighub/helm-expt/blob/main/recipes/prometheus-community/kube-prometheus-stack/85.3.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/prometheus-community/kube-prometheus-stack/85.3.3/bases/default,stage,stage:1,CCP-20:stage-prereq-other,0,product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,prometheus-community/kube-prometheus-stack,85.3.3,no-crds,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,existing-secret (chart ships no Secret toggle),live-helm-vs-confighub-parity,"choose the target-ready base, then record explicit security acceptance or create a hardened base before claiming a target run path",2,observed,,yes,yes,8,observed:8,user-executes:8,0/8,,data/lifecycle-routes/summary.md,data/lifecycle-routes/routes.json,attached,,data/helm-render-intents/intents/prometheus-community-kube-prometheus-stack-85-3-3-no-crds.yaml,attached,8 lifecycle routes attached for this exact chart version and base.,,attached,11 target prerequisites declared by this base.,,11,0,yes,yes,yes,yes,yes,yes,todo,yes,live-parity,todo,,yes,proven,runs/kube-prometheus-stack-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/prometheus-community/kube-prometheus-stack/85.3.3,recipes/prometheus-community/kube-prometheus-stack/85.3.3/CATALOG.md,recipes/prometheus-community/kube-prometheus-stack/85.3.3/variants/no-crds/variant.yaml,packages/prometheus-community/kube-prometheus-stack/85.3.3/bases/no-crds,recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/no-crds/r001/variant-revision.yaml,recipes/prometheus-community/kube-prometheus-stack/85.3.3/source-lock.yaml,https://prometheus-community.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/prometheus-community/kube-prometheus-stack/85.3.3,https://github.com/confighub/helm-expt/blob/main/recipes/prometheus-community/kube-prometheus-stack/85.3.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/prometheus-community/kube-prometheus-stack/85.3.3/bases/no-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,prometheus-community/kube-prometheus-stack,86.1.0,(source),,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,2,observed,85.3.0,yes,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/prometheus-community/kube-prometheus-stack/86.1.0,recipes/prometheus-community/kube-prometheus-stack/86.1.0/CATALOG.md,,,,recipes/prometheus-community/kube-prometheus-stack/86.1.0/source-lock.yaml,https://prometheus-community.github.io/helm-charts,,https://github.com/confighub/helm-expt/tree/main/recipes/prometheus-community/kube-prometheus-stack/86.1.0,https://github.com/confighub/helm-expt/blob/main/recipes/prometheus-community/kube-prometheus-stack/86.1.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/prometheus-community/kube-prometheus-stack/86.1.0/bases/default,-,,,0,
