chart,version,chart_ref,bucket,catalog_tier,coverage_status,coverage_percent,next_action,owner,a_pinned_version,a_evidence,b_named_base_variant,b_evidence,c_render_parity_receipt,c_evidence,d_pain_and_quirks,d_evidence,e_facts_declared,e_evidence,f_scan_and_disposition,f_evidence,g_live_witness_or_route,g_evidence,h_catalog_and_site,h_evidence
hashicorp/terraform,1.1.2,hashicorp/terraform@1.1.2,promote-after-review,next80-proof-grade,partial,75,run catalog promotion review,,pass,recipes/hashicorp/terraform/1.1.2/source-lock.yaml,pass,recipes/hashicorp/terraform/1.1.2/CATALOG.md,pass,recipes/hashicorp/terraform/1.1.2/revisions/default/r001/variant-revision.yaml,pass,recipes/hashicorp/terraform/1.1.2/helm-pain-report.yaml;recipes/hashicorp/terraform/1.1.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/hashicorp/terraform/1.1.2/control-points.yaml;recipes/hashicorp/terraform/1.1.2/value-model.yaml;recipes/hashicorp/terraform/1.1.2/helm-plan.yaml,todo,recipes/hashicorp/terraform/1.1.2/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,todo,data/top100-readiness/readiness.csv,pass,recipes/hashicorp/terraform/1.1.2/CATALOG.md;site/catalog.json
coredns/coredns,1.45.2,coredns/coredns@1.45.2,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/coredns/coredns/1.45.2/source-lock.yaml,pass,recipes/coredns/coredns/1.45.2/CATALOG.md,pass,recipes/coredns/coredns/1.45.2/revisions/default/r001/variant-revision.yaml,pass,recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/coredns/coredns/1.45.2/control-points.yaml;recipes/coredns/coredns/1.45.2/value-model.yaml;recipes/coredns/coredns/1.45.2/helm-plan.yaml,todo,recipes/coredns/coredns/1.45.2/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/coredns/coredns/1.45.2/CATALOG.md;site/catalog.json
fairwinds-stable/vpa,4.11.0,fairwinds-stable/vpa@4.11.0,promote-after-review,next80-proof-grade,partial,88,review APIService render-path notes: current maintained bases do not render APIService objects; create a separate APIService-enabled base only if product chooses that path,,pass,recipes/fairwinds-stable/vpa/4.11.0/source-lock.yaml,pass,recipes/fairwinds-stable/vpa/4.11.0/CATALOG.md,pass,recipes/fairwinds-stable/vpa/4.11.0/revisions/default/r001/variant-revision.yaml,pass,recipes/fairwinds-stable/vpa/4.11.0/helm-pain-report.yaml;recipes/fairwinds-stable/vpa/4.11.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/fairwinds-stable/vpa/4.11.0/control-points.yaml;recipes/fairwinds-stable/vpa/4.11.0/value-model.yaml;recipes/fairwinds-stable/vpa/4.11.0/helm-plan.yaml,todo,recipes/fairwinds-stable/vpa/4.11.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/fairwinds-stable/vpa/4.11.0/CATALOG.md;site/catalog.json
bitnami/phpmyadmin,20.0.0,bitnami/phpmyadmin@20.0.0,limitation-decision-first,next80-proof-grade,partial,88,review limitation before promotion: existing-secret (chart ships no Secret toggle),,pass,recipes/bitnami/phpmyadmin/20.0.0/source-lock.yaml,pass,recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,pass,recipes/bitnami/phpmyadmin/20.0.0/revisions/default/r001/variant-revision.yaml,pass,recipes/bitnami/phpmyadmin/20.0.0/helm-pain-report.yaml;recipes/bitnami/phpmyadmin/20.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/bitnami/phpmyadmin/20.0.0/control-points.yaml;recipes/bitnami/phpmyadmin/20.0.0/value-model.yaml;recipes/bitnami/phpmyadmin/20.0.0/helm-plan.yaml,todo,recipes/bitnami/phpmyadmin/20.0.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md;site/catalog.json
karpenter/karpenter,1.14.0,karpenter/karpenter@1.14.0,not-ready,next80-proof-grade,partial,63,review source/current-version drift and refresh recipe if needed,,pass,recipes/karpenter/karpenter/1.14.0/source-lock.yaml,pass,recipes/karpenter/karpenter/1.14.0/CATALOG.md,todo,recipes/karpenter/karpenter/1.14.0/revisions/crds-managed/r001/variant-revision.yaml,pass,recipes/karpenter/karpenter/1.14.0/helm-pain-report.yaml;recipes/karpenter/karpenter/1.14.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/karpenter/karpenter/1.14.0/control-points.yaml;recipes/karpenter/karpenter/1.14.0/value-model.yaml;recipes/karpenter/karpenter/1.14.0/helm-plan.yaml,todo,recipes/karpenter/karpenter/1.14.0/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/karpenter/karpenter/1.14.0/CATALOG.md;site/catalog.json
prometheus-community/prometheus-pushgateway,3.6.0,prometheus-community/prometheus-pushgateway@3.6.0,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/prometheus-community/prometheus-pushgateway/3.6.0/source-lock.yaml,pass,recipes/prometheus-community/prometheus-pushgateway/3.6.0/CATALOG.md,pass,recipes/prometheus-community/prometheus-pushgateway/3.6.0/revisions/default/r001/variant-revision.yaml,pass,recipes/prometheus-community/prometheus-pushgateway/3.6.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/prometheus-community/prometheus-pushgateway/3.6.0/control-points.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/value-model.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/helm-plan.yaml,todo,recipes/prometheus-community/prometheus-pushgateway/3.6.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/prometheus-community/prometheus-pushgateway/3.6.0/CATALOG.md;site/catalog.json
fluent/fluentd,0.5.3,fluent/fluentd@0.5.3,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/fluent/fluentd/0.5.3/source-lock.yaml,pass,recipes/fluent/fluentd/0.5.3/CATALOG.md,pass,recipes/fluent/fluentd/0.5.3/revisions/default/r001/variant-revision.yaml,pass,recipes/fluent/fluentd/0.5.3/helm-pain-report.yaml;recipes/fluent/fluentd/0.5.3/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/fluent/fluentd/0.5.3/control-points.yaml;recipes/fluent/fluentd/0.5.3/value-model.yaml;recipes/fluent/fluentd/0.5.3/helm-plan.yaml,todo,recipes/fluent/fluentd/0.5.3/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/fluent/fluentd/0.5.3/CATALOG.md;site/catalog.json
jaegertracing/jaeger-operator,2.57.0,jaegertracing/jaeger-operator@2.57.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/jaegertracing/jaeger-operator/2.57.0/source-lock.yaml,pass,recipes/jaegertracing/jaeger-operator/2.57.0/CATALOG.md,pass,recipes/jaegertracing/jaeger-operator/2.57.0/revisions/default/r001/variant-revision.yaml,pass,recipes/jaegertracing/jaeger-operator/2.57.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/jaegertracing/jaeger-operator/2.57.0/control-points.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/value-model.yaml;recipes/jaegertracing/jaeger-operator/2.57.0/helm-plan.yaml,todo,recipes/jaegertracing/jaeger-operator/2.57.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/jaegertracing/jaeger-operator/2.57.0/CATALOG.md;site/catalog.json
bitnami/memcached,8.5.5,bitnami/memcached@8.5.5,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/bitnami/memcached/8.5.5/source-lock.yaml,pass,recipes/bitnami/memcached/8.5.5/CATALOG.md,pass,recipes/bitnami/memcached/8.5.5/revisions/default/r001/variant-revision.yaml,pass,recipes/bitnami/memcached/8.5.5/helm-pain-report.yaml;recipes/bitnami/memcached/8.5.5/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/bitnami/memcached/8.5.5/control-points.yaml;recipes/bitnami/memcached/8.5.5/value-model.yaml;recipes/bitnami/memcached/8.5.5/helm-plan.yaml,todo,recipes/bitnami/memcached/8.5.5/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/bitnami/memcached/8.5.5/CATALOG.md;site/catalog.json
strimzi/strimzi-kafka-operator,1.0.0,strimzi/strimzi-kafka-operator@1.0.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/strimzi/strimzi-kafka-operator/1.0.0/source-lock.yaml,pass,recipes/strimzi/strimzi-kafka-operator/1.0.0/CATALOG.md,pass,recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/default/r001/variant-revision.yaml,pass,recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-pain-report.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/strimzi/strimzi-kafka-operator/1.0.0/control-points.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/value-model.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-plan.yaml,todo,recipes/strimzi/strimzi-kafka-operator/1.0.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/strimzi/strimzi-kafka-operator/1.0.0/CATALOG.md;site/catalog.json
opencost/opencost,2.5.21,opencost/opencost@2.5.21,needs-useful-variant,next80-proof-grade,partial,75,add at least one user-shaped variant before catalog promotion,,pass,recipes/opencost/opencost/2.5.21/source-lock.yaml,pass,recipes/opencost/opencost/2.5.21/CATALOG.md,pass,recipes/opencost/opencost/2.5.21/revisions/default/r001/variant-revision.yaml,pass,recipes/opencost/opencost/2.5.21/helm-pain-report.yaml;recipes/opencost/opencost/2.5.21/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/opencost/opencost/2.5.21/control-points.yaml;recipes/opencost/opencost/2.5.21/value-model.yaml;recipes/opencost/opencost/2.5.21/helm-plan.yaml,todo,recipes/opencost/opencost/2.5.21/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,todo,data/top100-readiness/readiness.csv,pass,recipes/opencost/opencost/2.5.21/CATALOG.md;site/catalog.json
gatekeeper/gatekeeper,3.22.2,gatekeeper/gatekeeper@3.22.2,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/gatekeeper/gatekeeper/3.22.2/source-lock.yaml,pass,recipes/gatekeeper/gatekeeper/3.22.2/CATALOG.md,pass,recipes/gatekeeper/gatekeeper/3.22.2/revisions/default/r001/variant-revision.yaml,pass,recipes/gatekeeper/gatekeeper/3.22.2/helm-pain-report.yaml;recipes/gatekeeper/gatekeeper/3.22.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/gatekeeper/gatekeeper/3.22.2/control-points.yaml;recipes/gatekeeper/gatekeeper/3.22.2/value-model.yaml;recipes/gatekeeper/gatekeeper/3.22.2/helm-plan.yaml,todo,recipes/gatekeeper/gatekeeper/3.22.2/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/gatekeeper/gatekeeper/3.22.2/CATALOG.md;site/catalog.json
bitnami/contour,21.1.4,bitnami/contour@21.1.4,limitation-decision-first,next80-proof-grade,partial,88,review limitation before promotion: existing-secret (chart ships no Secret toggle),,pass,recipes/bitnami/contour/21.1.4/source-lock.yaml,pass,recipes/bitnami/contour/21.1.4/CATALOG.md,pass,recipes/bitnami/contour/21.1.4/revisions/default/r001/variant-revision.yaml,pass,recipes/bitnami/contour/21.1.4/helm-pain-report.yaml;recipes/bitnami/contour/21.1.4/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/bitnami/contour/21.1.4/control-points.yaml;recipes/bitnami/contour/21.1.4/value-model.yaml;recipes/bitnami/contour/21.1.4/helm-plan.yaml,todo,recipes/bitnami/contour/21.1.4/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/bitnami/contour/21.1.4/CATALOG.md;site/catalog.json
valkey/valkey,0.11.0,valkey/valkey@0.11.0,needs-useful-variant,next80-proof-grade,partial,63,add at least one user-shaped variant before catalog promotion,,pass,recipes/valkey/valkey/0.11.0/source-lock.yaml,pass,recipes/valkey/valkey/0.11.0/CATALOG.md,todo,recipes/valkey/valkey/0.11.0/revisions/default/r001/variant-revision.yaml,pass,recipes/valkey/valkey/0.11.0/helm-pain-report.yaml;recipes/valkey/valkey/0.11.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/valkey/valkey/0.11.0/control-points.yaml;recipes/valkey/valkey/0.11.0/value-model.yaml;recipes/valkey/valkey/0.11.0/helm-plan.yaml,todo,recipes/valkey/valkey/0.11.0/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/valkey/valkey/0.11.0/CATALOG.md;site/catalog.json
kyverno/kyverno-policies,3.8.0,kyverno/kyverno-policies@3.8.0,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/kyverno/kyverno-policies/3.8.0/source-lock.yaml,pass,recipes/kyverno/kyverno-policies/3.8.0/CATALOG.md,pass,recipes/kyverno/kyverno-policies/3.8.0/revisions/default/r001/variant-revision.yaml,pass,recipes/kyverno/kyverno-policies/3.8.0/helm-pain-report.yaml;recipes/kyverno/kyverno-policies/3.8.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/kyverno/kyverno-policies/3.8.0/control-points.yaml;recipes/kyverno/kyverno-policies/3.8.0/value-model.yaml;recipes/kyverno/kyverno-policies/3.8.0/helm-plan.yaml,todo,recipes/kyverno/kyverno-policies/3.8.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/kyverno/kyverno-policies/3.8.0/CATALOG.md;site/catalog.json
elastic/metricbeat,8.5.1,elastic/metricbeat@8.5.1,needs-useful-variant,next80-proof-grade,partial,75,add at least one user-shaped variant before catalog promotion,,pass,recipes/elastic/metricbeat/8.5.1/source-lock.yaml,pass,recipes/elastic/metricbeat/8.5.1/CATALOG.md,pass,recipes/elastic/metricbeat/8.5.1/revisions/default/r001/variant-revision.yaml,pass,recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/elastic/metricbeat/8.5.1/control-points.yaml;recipes/elastic/metricbeat/8.5.1/value-model.yaml;recipes/elastic/metricbeat/8.5.1/helm-plan.yaml,todo,recipes/elastic/metricbeat/8.5.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,todo,data/top100-readiness/readiness.csv,pass,recipes/elastic/metricbeat/8.5.1/CATALOG.md;site/catalog.json
minio-operator/operator,7.1.1,minio-operator/operator@7.1.1,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/minio-operator/operator/7.1.1/source-lock.yaml,pass,recipes/minio-operator/operator/7.1.1/CATALOG.md,pass,recipes/minio-operator/operator/7.1.1/revisions/default/r001/variant-revision.yaml,pass,recipes/minio-operator/operator/7.1.1/helm-pain-report.yaml;recipes/minio-operator/operator/7.1.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/minio-operator/operator/7.1.1/control-points.yaml;recipes/minio-operator/operator/7.1.1/value-model.yaml;recipes/minio-operator/operator/7.1.1/helm-plan.yaml,todo,recipes/minio-operator/operator/7.1.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/minio-operator/operator/7.1.1/CATALOG.md;site/catalog.json
percona/pxc-operator,1.19.1,percona/pxc-operator@1.19.1,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/percona/pxc-operator/1.19.1/source-lock.yaml,pass,recipes/percona/pxc-operator/1.19.1/CATALOG.md,pass,recipes/percona/pxc-operator/1.19.1/revisions/default/r001/variant-revision.yaml,pass,recipes/percona/pxc-operator/1.19.1/helm-pain-report.yaml;recipes/percona/pxc-operator/1.19.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/percona/pxc-operator/1.19.1/control-points.yaml;recipes/percona/pxc-operator/1.19.1/value-model.yaml;recipes/percona/pxc-operator/1.19.1/helm-plan.yaml,todo,recipes/percona/pxc-operator/1.19.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/percona/pxc-operator/1.19.1/CATALOG.md;site/catalog.json
bitnami/apache,11.4.29,bitnami/apache@11.4.29,limitation-decision-first,next80-proof-grade,partial,88,review limitation before promotion: existing-secret (chart ships no Secret toggle),,pass,recipes/bitnami/apache/11.4.29/source-lock.yaml,pass,recipes/bitnami/apache/11.4.29/CATALOG.md,pass,recipes/bitnami/apache/11.4.29/revisions/default/r001/variant-revision.yaml,pass,recipes/bitnami/apache/11.4.29/helm-pain-report.yaml;recipes/bitnami/apache/11.4.29/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/bitnami/apache/11.4.29/control-points.yaml;recipes/bitnami/apache/11.4.29/value-model.yaml;recipes/bitnami/apache/11.4.29/helm-plan.yaml,todo,recipes/bitnami/apache/11.4.29/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/bitnami/apache/11.4.29/CATALOG.md;site/catalog.json
grafana/pyroscope,2.0.2,grafana/pyroscope@2.0.2,limitation-decision-first,next80-proof-grade,partial,88,review limitation before promotion: existing-secret (chart ships no Secret toggle),,pass,recipes/grafana/pyroscope/2.0.2/source-lock.yaml,pass,recipes/grafana/pyroscope/2.0.2/CATALOG.md,pass,recipes/grafana/pyroscope/2.0.2/revisions/default/r001/variant-revision.yaml,pass,recipes/grafana/pyroscope/2.0.2/helm-pain-report.yaml;recipes/grafana/pyroscope/2.0.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/grafana/pyroscope/2.0.2/control-points.yaml;recipes/grafana/pyroscope/2.0.2/value-model.yaml;recipes/grafana/pyroscope/2.0.2/helm-plan.yaml,todo,recipes/grafana/pyroscope/2.0.2/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/grafana/pyroscope/2.0.2/CATALOG.md;site/catalog.json
aws-ebs-csi-driver/aws-ebs-csi-driver,2.60.1,aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,needs-useful-variant,next80-proof-grade,partial,75,add at least one user-shaped variant before catalog promotion,,pass,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/source-lock.yaml,pass,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/CATALOG.md,pass,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/revisions/default/r001/variant-revision.yaml,pass,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-pain-report.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/control-points.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/value-model.yaml;recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/helm-plan.yaml,todo,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,todo,data/top100-readiness/readiness.csv,pass,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/CATALOG.md;site/catalog.json
falcosecurity/falcosidekick,0.13.1,falcosecurity/falcosidekick@0.13.1,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/falcosecurity/falcosidekick/0.13.1/source-lock.yaml,pass,recipes/falcosecurity/falcosidekick/0.13.1/CATALOG.md,pass,recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/variant-revision.yaml,pass,recipes/falcosecurity/falcosidekick/0.13.1/helm-pain-report.yaml;recipes/falcosecurity/falcosidekick/0.13.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/falcosecurity/falcosidekick/0.13.1/control-points.yaml;recipes/falcosecurity/falcosidekick/0.13.1/value-model.yaml;recipes/falcosecurity/falcosidekick/0.13.1/helm-plan.yaml,todo,recipes/falcosecurity/falcosidekick/0.13.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/falcosecurity/falcosidekick/0.13.1/CATALOG.md;site/catalog.json
aqua/trivy-operator,0.32.1,aqua/trivy-operator@0.32.1,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/aqua/trivy-operator/0.32.1/source-lock.yaml,pass,recipes/aqua/trivy-operator/0.32.1/CATALOG.md,pass,recipes/aqua/trivy-operator/0.32.1/revisions/default/r001/variant-revision.yaml,pass,recipes/aqua/trivy-operator/0.32.1/helm-pain-report.yaml;recipes/aqua/trivy-operator/0.32.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/aqua/trivy-operator/0.32.1/control-points.yaml;recipes/aqua/trivy-operator/0.32.1/value-model.yaml;recipes/aqua/trivy-operator/0.32.1/helm-plan.yaml,todo,recipes/aqua/trivy-operator/0.32.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/aqua/trivy-operator/0.32.1/CATALOG.md;site/catalog.json
argo-cd/argo-events,2.4.21,argo-cd/argo-events@2.4.21,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/argo-cd/argo-events/2.4.21/source-lock.yaml,pass,recipes/argo-cd/argo-events/2.4.21/CATALOG.md,pass,recipes/argo-cd/argo-events/2.4.21/revisions/default/r001/variant-revision.yaml,pass,recipes/argo-cd/argo-events/2.4.21/helm-pain-report.yaml;recipes/argo-cd/argo-events/2.4.21/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/argo-cd/argo-events/2.4.21/control-points.yaml;recipes/argo-cd/argo-events/2.4.21/value-model.yaml;recipes/argo-cd/argo-events/2.4.21/helm-plan.yaml,todo,recipes/argo-cd/argo-events/2.4.21/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/argo-cd/argo-events/2.4.21/CATALOG.md;site/catalog.json
argo-cd/argo-rollouts,2.40.9,argo-cd/argo-rollouts@2.40.9,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/argo-cd/argo-rollouts/2.40.9/source-lock.yaml,pass,recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md,pass,recipes/argo-cd/argo-rollouts/2.40.9/revisions/default/r001/variant-revision.yaml,pass,recipes/argo-cd/argo-rollouts/2.40.9/helm-pain-report.yaml;recipes/argo-cd/argo-rollouts/2.40.9/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/argo-cd/argo-rollouts/2.40.9/control-points.yaml;recipes/argo-cd/argo-rollouts/2.40.9/value-model.yaml;recipes/argo-cd/argo-rollouts/2.40.9/helm-plan.yaml,todo,recipes/argo-cd/argo-rollouts/2.40.9/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md;site/catalog.json
argo-cd/argo-workflows,1.0.14,argo-cd/argo-workflows@1.0.14,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/argo-cd/argo-workflows/1.0.14/source-lock.yaml,pass,recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,pass,recipes/argo-cd/argo-workflows/1.0.14/revisions/controller-default-reviewed/r001/variant-revision.yaml,pass,recipes/argo-cd/argo-workflows/1.0.14/helm-pain-report.yaml;recipes/argo-cd/argo-workflows/1.0.14/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/argo-cd/argo-workflows/1.0.14/control-points.yaml;recipes/argo-cd/argo-workflows/1.0.14/value-model.yaml;recipes/argo-cd/argo-workflows/1.0.14/helm-plan.yaml,todo,recipes/argo-cd/argo-workflows/1.0.14/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md;site/catalog.json
