queue,priority,chart,version,chart_ref,bucket,coverage_percent,strongest_evidence,variants,hard_gap,source_features,missing_items,missing_requirements,first_step,done_when,evidence,next_action,owner
user-shaped-variant,4,fairwinds-stable/goldilocks,10.3.0,fairwinds-stable/goldilocks@10.3.0,needs-useful-variant,88,local-kubernetes-live,default,existing-secret (chart ships no Secret toggle),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/fairwinds-stable/goldilocks/10.3.0/revisions/default/r001/variant-revision.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/fairwinds-stable/goldilocks/10.3.0/control-points.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/value-model.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/helm-plan.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/CATALOG.md;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,falcosecurity/falco,9.0.0,falcosecurity/falco@9.0.0,needs-useful-variant,88,local-kubernetes-live,default,-,lookup;tpl;capabilities;cluster-rbac;stateful-storage,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/falcosecurity/falco/9.0.0/revisions/default/r001/variant-revision.yaml;recipes/falcosecurity/falco/9.0.0/helm-pain-report.yaml;recipes/falcosecurity/falco/9.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/falcosecurity/falco/9.0.0/control-points.yaml;recipes/falcosecurity/falco/9.0.0/value-model.yaml;recipes/falcosecurity/falco/9.0.0/helm-plan.yaml;recipes/falcosecurity/falco/9.0.0/CATALOG.md;recipes/falcosecurity/falco/9.0.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,falcosecurity/falcosidekick,0.13.1,falcosecurity/falcosidekick@0.13.1,needs-useful-variant,88,local-kubernetes-live,default,-,capabilities;cluster-rbac;stateful-storage,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/variant-revision.yaml;recipes/falcosecurity/falcosidekick/0.13.1/helm-pain-report.yaml;recipes/falcosecurity/falcosidekick/0.13.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/falcosecurity/falcosidekick/0.13.1/control-points.yaml;recipes/falcosecurity/falcosidekick/0.13.1/value-model.yaml;recipes/falcosecurity/falcosidekick/0.13.1/helm-plan.yaml;recipes/falcosecurity/falcosidekick/0.13.1/CATALOG.md;recipes/falcosecurity/falcosidekick/0.13.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,fluent/fluent-bit,0.57.6,fluent/fluent-bit@0.57.6,needs-useful-variant,88,live-helm-vs-confighub-parity,default,-,tpl;capabilities;hooks;cluster-rbac,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/fluent/fluent-bit/0.57.6/revisions/default/r001/variant-revision.yaml;recipes/fluent/fluent-bit/0.57.6/helm-pain-report.yaml;recipes/fluent/fluent-bit/0.57.6/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/fluent/fluent-bit/0.57.6/control-points.yaml;recipes/fluent/fluent-bit/0.57.6/value-model.yaml;recipes/fluent/fluent-bit/0.57.6/helm-plan.yaml;recipes/fluent/fluent-bit/0.57.6/CATALOG.md;recipes/fluent/fluent-bit/0.57.6/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,fluent/fluentd,0.5.3,fluent/fluentd@0.5.3,needs-useful-variant,88,local-kubernetes-live,default,-,tpl;capabilities;cluster-rbac;stateful-storage,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/fluent/fluentd/0.5.3/revisions/default/r001/variant-revision.yaml;recipes/fluent/fluentd/0.5.3/helm-pain-report.yaml;recipes/fluent/fluentd/0.5.3/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/fluent/fluentd/0.5.3/control-points.yaml;recipes/fluent/fluentd/0.5.3/value-model.yaml;recipes/fluent/fluentd/0.5.3/helm-plan.yaml;recipes/fluent/fluentd/0.5.3/CATALOG.md;recipes/fluent/fluentd/0.5.3/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,grafana/promtail,6.17.1,grafana/promtail@6.17.1,needs-useful-variant,88,local-kubernetes-live,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/grafana/promtail/6.17.1/revisions/default/r001/variant-revision.yaml;recipes/grafana/promtail/6.17.1/helm-pain-report.yaml;recipes/grafana/promtail/6.17.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/grafana/promtail/6.17.1/control-points.yaml;recipes/grafana/promtail/6.17.1/value-model.yaml;recipes/grafana/promtail/6.17.1/helm-plan.yaml;recipes/grafana/promtail/6.17.1/CATALOG.md;recipes/grafana/promtail/6.17.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,haproxytech/kubernetes-ingress,1.52.0,haproxytech/kubernetes-ingress@1.52.0,needs-useful-variant,88,local-kubernetes-live,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/haproxytech/kubernetes-ingress/1.52.0/revisions/default/r001/variant-revision.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/haproxytech/kubernetes-ingress/1.52.0/control-points.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/value-model.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-plan.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,jaegertracing/jaeger,4.8.0,jaegertracing/jaeger@4.8.0,needs-useful-variant,88,local-kubernetes-live,default,existing-secret (chart ships no Secret toggle),lookup;generated-facts;tpl;capabilities,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/jaegertracing/jaeger/4.8.0/revisions/default/r001/variant-revision.yaml;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml;recipes/jaegertracing/jaeger/4.8.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/jaegertracing/jaeger/4.8.0/control-points.yaml;recipes/jaegertracing/jaeger/4.8.0/value-model.yaml;recipes/jaegertracing/jaeger/4.8.0/helm-plan.yaml;recipes/jaegertracing/jaeger/4.8.0/CATALOG.md;recipes/jaegertracing/jaeger/4.8.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,jetstack/cert-manager-csi-driver,v0.14.0,jetstack/cert-manager-csi-driver@v0.14.0,needs-useful-variant,88,local-kubernetes-live,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/jetstack/cert-manager-csi-driver/v0.14.0/revisions/default/r001/variant-revision.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/jetstack/cert-manager-csi-driver/v0.14.0/control-points.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/value-model.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-plan.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/CATALOG.md;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,kyverno/kyverno-policies,3.8.0,kyverno/kyverno-policies@3.8.0,needs-useful-variant,88,local-kubernetes-live,default,-,lookup;tpl,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/kyverno/kyverno-policies/3.8.0/revisions/default/r001/variant-revision.yaml;recipes/kyverno/kyverno-policies/3.8.0/helm-pain-report.yaml;recipes/kyverno/kyverno-policies/3.8.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/kyverno/kyverno-policies/3.8.0/control-points.yaml;recipes/kyverno/kyverno-policies/3.8.0/value-model.yaml;recipes/kyverno/kyverno-policies/3.8.0/helm-plan.yaml;recipes/kyverno/kyverno-policies/3.8.0/CATALOG.md;recipes/kyverno/kyverno-policies/3.8.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,linkerd/linkerd-crds,1.8.0,linkerd/linkerd-crds@1.8.0,needs-useful-variant,88,local-kubernetes-live,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/linkerd/linkerd-crds/1.8.0/revisions/default/r001/variant-revision.yaml;recipes/linkerd/linkerd-crds/1.8.0/helm-pain-report.yaml;recipes/linkerd/linkerd-crds/1.8.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/linkerd/linkerd-crds/1.8.0/control-points.yaml;recipes/linkerd/linkerd-crds/1.8.0/value-model.yaml;recipes/linkerd/linkerd-crds/1.8.0/helm-plan.yaml;recipes/linkerd/linkerd-crds/1.8.0/CATALOG.md;recipes/linkerd/linkerd-crds/1.8.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,minio-operator/operator,7.1.1,minio-operator/operator@7.1.1,needs-useful-variant,88,local-kubernetes-live,default,no-crds (template-baked CRDs; no clean chart toggle yet),cluster-rbac,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/minio-operator/operator/7.1.1/revisions/default/r001/variant-revision.yaml;recipes/minio-operator/operator/7.1.1/helm-pain-report.yaml;recipes/minio-operator/operator/7.1.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/minio-operator/operator/7.1.1/control-points.yaml;recipes/minio-operator/operator/7.1.1/value-model.yaml;recipes/minio-operator/operator/7.1.1/helm-plan.yaml;recipes/minio-operator/operator/7.1.1/CATALOG.md;recipes/minio-operator/operator/7.1.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,minio-operator/tenant,7.1.1,minio-operator/tenant@7.1.1,needs-useful-variant,88,local-kubernetes-live,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/minio-operator/tenant/7.1.1/revisions/default/r001/variant-revision.yaml;recipes/minio-operator/tenant/7.1.1/helm-pain-report.yaml;recipes/minio-operator/tenant/7.1.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/minio-operator/tenant/7.1.1/control-points.yaml;recipes/minio-operator/tenant/7.1.1/value-model.yaml;recipes/minio-operator/tenant/7.1.1/helm-plan.yaml;recipes/minio-operator/tenant/7.1.1/CATALOG.md;recipes/minio-operator/tenant/7.1.1/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,prometheus-community/prometheus-operator-crds,29.0.0,prometheus-community/prometheus-operator-crds@29.0.0,needs-useful-variant,88,local-kubernetes-live,default,-,generated-facts;crds,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/prometheus-community/prometheus-operator-crds/29.0.0/revisions/default/r001/variant-revision.yaml;recipes/prometheus-community/prometheus-operator-crds/29.0.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus-operator-crds/29.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/prometheus-community/prometheus-operator-crds/29.0.0/control-points.yaml;recipes/prometheus-community/prometheus-operator-crds/29.0.0/value-model.yaml;recipes/prometheus-community/prometheus-operator-crds/29.0.0/helm-plan.yaml;recipes/prometheus-community/prometheus-operator-crds/29.0.0/CATALOG.md;recipes/prometheus-community/prometheus-operator-crds/29.0.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,prometheus-community/prometheus-pushgateway,3.6.0,prometheus-community/prometheus-pushgateway@3.6.0,needs-useful-variant,88,local-kubernetes-live,default,-,tpl;stateful-storage,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/prometheus-community/prometheus-pushgateway/3.6.0/revisions/default/r001/variant-revision.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/prometheus-community/prometheus-pushgateway/3.6.0/control-points.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/value-model.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/helm-plan.yaml;recipes/prometheus-community/prometheus-pushgateway/3.6.0/CATALOG.md;recipes/prometheus-community/prometheus-pushgateway/3.6.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,rook-release/rook-ceph-cluster,v1.19.5,rook-release/rook-ceph-cluster@v1.19.5,needs-useful-variant,88,local-kubernetes-live,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/rook-release/rook-ceph-cluster/v1.19.5/revisions/default/r001/variant-revision.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/control-points.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/value-model.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-plan.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/CATALOG.md;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,rook-release/rook-ceph,v1.19.5,rook-release/rook-ceph@v1.19.5,needs-useful-variant,88,local-kubernetes-live,default,no-crds (template-baked CRDs; no clean chart toggle yet),,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/rook-release/rook-ceph/v1.19.5/revisions/default/r001/variant-revision.yaml;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/rook-release/rook-ceph/v1.19.5/control-points.yaml;recipes/rook-release/rook-ceph/v1.19.5/value-model.yaml;recipes/rook-release/rook-ceph/v1.19.5/helm-plan.yaml;recipes/rook-release/rook-ceph/v1.19.5/CATALOG.md;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,runix/pgadmin4,1.62.0,runix/pgadmin4@1.62.0,needs-useful-variant,88,local-kubernetes-live,default,-,tpl;capabilities;stateful-storage,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/runix/pgadmin4/1.62.0/revisions/default/r001/variant-revision.yaml;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/runix/pgadmin4/1.62.0/control-points.yaml;recipes/runix/pgadmin4/1.62.0/value-model.yaml;recipes/runix/pgadmin4/1.62.0/helm-plan.yaml;recipes/runix/pgadmin4/1.62.0/CATALOG.md;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
user-shaped-variant,4,vm/victoria-logs-single,0.12.5,vm/victoria-logs-single@0.12.5,needs-useful-variant,88,local-kubernetes-live,default,-,,f,scan and production disposition,design one realistic base variant a Helm user would actually choose,a realistic named base variant exists and the chart moves to promotion or limitation review,recipes/vm/victoria-logs-single/0.12.5/revisions/default/r001/variant-revision.yaml;recipes/vm/victoria-logs-single/0.12.5/helm-pain-report.yaml;recipes/vm/victoria-logs-single/0.12.5/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/vm/victoria-logs-single/0.12.5/control-points.yaml;recipes/vm/victoria-logs-single/0.12.5/value-model.yaml;recipes/vm/victoria-logs-single/0.12.5/helm-plan.yaml;recipes/vm/victoria-logs-single/0.12.5/CATALOG.md;recipes/vm/victoria-logs-single/0.12.5/helm-pain-report.yaml,add at least one user-shaped variant before catalog promotion,
review,5,prometheus-community/prometheus-adapter,5.3.0,prometheus-community/prometheus-adapter@5.3.0,not-ready,88,local-kubernetes-live,default;apiservice-v1-capability;cluster-metrics-readonly,-,tpl;capabilities;cluster-rbac,f,scan and production disposition,review row and choose the next evidence lane,the row has a concrete next action and evidence path,recipes/prometheus-community/prometheus-adapter/5.3.0/revisions/apiservice-v1-capability/r001/variant-revision.yaml;recipes/prometheus-community/prometheus-adapter/5.3.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus-adapter/5.3.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/prometheus-community/prometheus-adapter/5.3.0/control-points.yaml;recipes/prometheus-community/prometheus-adapter/5.3.0/value-model.yaml;recipes/prometheus-community/prometheus-adapter/5.3.0/helm-plan.yaml;recipes/prometheus-community/prometheus-adapter/5.3.0/CATALOG.md;recipes/prometheus-community/prometheus-adapter/5.3.0/helm-pain-report.yaml,"Run ConfigHub proof, local live, live Helm-vs-ConfigHub parity, and the APIService runtime contract for the maintained apiservice-v1-capability base before catalog promotion.",
