rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,source_features,recipe_path,package_path,support_level,supported_scopes,candidate_variants,current_risk,source_classification,source_problem_score,source_pre_recipe_risk_count,source_lifecycle_policy_count,source_early_policy_count,source_generated_facts_count,source_install_operate_count,lookup_count,rand_count,cert_count,time_uuid_count,required_fail_count,tpl_count,capabilities_api_count,capabilities_kube_version_count,hooks_count,crd_files_count,cluster_roles_count,webhooks_count,api_services_count,stateful_sets_count,pvc_count,secrets_count,dependencies_declared,dependency_lock_present,non_exact_dependency_constraints,proof_tier,proof_variant_count,proof_revision_count,proof_rendered_object_count,proof_first_rendered_sha256,proof_semantic_matches,proof_scan_results,proof_gate_results,proof_scan_high,proof_scan_medium,proof_scan_low,proof_control_categories,proof_uses_lookup,proof_uses_generated_facts,proof_uses_capabilities,proof_uses_tpl,proof_has_extension_slots,proof_receipts,weirdness_note,source_repository_url,source_archive_sha256,old_matrix_scan_status,old_matrix_error
243,mariadb-operator/mariadb-operator,26.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,11,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.mariadb.com/mariadb-operator,ca834c482c8211c64e9ffaa4748e00b2c388df4a8774498cc257f20cc08b50eb,scanned,
244,milvus/milvus,4.0.31,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;cluster-rbac;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,81,1,2,5,42,2,9,34,6,2,7,31,5,22,1,0,8,0,0,12,5,13,4,true,5,,0,0,0,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/milvus-io/milvus-helm/gh-pages,355d48bcd1b64dbaaf66a455a9b04f986116f7be9cb055d0f72bc36701de9bbb,scanned,
245,community-charts/cloudflared,2.2.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",plain-ish,,,none,,,not-yet-proved,P2 recipe/render/install policy,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://community-charts.github.io/helm-charts,ad777ea7b0885bf11118f26bcab3952c8984e81848bcb04cbf5bd185cd1a6c0c,scanned,
246,cockroachdb/cockroachdb,20.0.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;capabilities;hooks;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,45,0,2,4,0,2,1,0,0,0,21,0,9,5,2,0,4,0,0,1,0,4,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.cockroachdb.com/,14d5e481235f2dcf17e2f02966aab3eb6ae686f1e412c0c3916b2d3c8648b4d3,scanned,
247,containeroo/local-path-provisioner,0.0.37,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.containeroo.ch,900e369be445e8b7fb6c75848cd96ade654a87c4862580bf55ec7e54b25a7f59,scanned,
248,community-charts/outline,0.7.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,46,0,0,5,21,1,13,12,4,5,16,56,6,15,0,0,0,0,0,6,12,17,2,true,0,,0,0,0,,,,,,,,,,,,,,,,https://community-charts.github.io/helm-charts,12cd0ea38f207f8705b1bb4d8ebd25d957f67074bd41f0b7c2d0ff91a01507d7,scanned,
249,prometheus-community/prometheus-mysql-exporter,2.13.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl,,,none,,,not-yet-proved,P2 recipe/render/install policy,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://prometheus-community.github.io/helm-charts,2b572d32518656a34e25bd7a77ae87ce0e6b18c02ca103523de1e3c9c4df7ebc,scanned,
250,cloudpirates-rabbitmq/rabbitmq,0.21.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,40,0,0,4,2,1,2,2,0,0,1,5,1,3,0,0,0,0,0,1,1,1,1,true,0,,0,0,0,,,,,,,,,,,,,,,,oci://registry-1.docker.io/cloudpirates/rabbitmq,91de92e4c1a6c2bc531b6314ebb6df3b831f9f76501992796e6dc45c94d3867f,scanned,"Error: looks like ""oci://registry-1.docker.io/cloudpirates/rabbitmq"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
251,flagger/flagger,1.43.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;crds;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://flagger.app,ca146cdad019e7e6a001f1d38e1bf44674d5b7bbbe32208d4ddf1abd27e39709,scanned,
252,allegroai/clearml,7.14.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,20,1,11,14,5,1,6,30,2,17,0,0,0,0,0,8,5,9,2,true,2,,0,0,0,,,,,,,,,,,,,,,,https://clearml.github.io/clearml-helm-charts,8e87c78d2937a2faf2d1a7696b06dbf536c3433558fa020ae3fcd701a0e314b1,scanned,
253,istio-official/cni,1.30.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,10,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,6,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://istio-release.storage.googleapis.com/charts,a758c61b07514aec6de9e91a04a54ab665e701eb1c0e4ec357f6ab62d51a3d5e,scanned,
254,coder-v2/coder,2.34.0-rc.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl,,,none,,,not-yet-proved,P2 recipe/render/install policy,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,true,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.coder.com/v2,804a5a909d94c4039405dd1e84839849acfd3885f682ec0f0d2c2b91915a7236,scanned,
255,datadog/datadog-operator,2.23.0-dev.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;capabilities;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,29,0,0,4,0,2,2,0,0,0,1,0,1,1,0,0,2,0,0,0,0,2,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.datadoghq.com,2c1d0e6f11a2ea9d5dc0cb6217fbf135346e6d96a6e4667a1340636387e0ae41,scanned,
256,codefresh-gitops-runtime/gitops-runtime,0.29.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,68,0,3,4,6,3,1,0,2,4,60,81,19,13,18,19,36,0,0,4,2,26,0,true,0,,0,0,0,,,,,,,,,,,,,,,,oci://quay.io/codefresh/gitops-runtime,74bf7ba15f0d97bec9c1b0f73fec464d75e30670d4355d53b2d443eec33bb7ee,scanned,"Error: looks like ""oci://quay.io/codefresh/gitops-runtime"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
257,weblate/weblate,0.5.28,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,18,1,11,11,4,3,11,39,4,4,0,0,0,0,0,5,9,11,2,true,1,,0,0,0,,,,,,,,,,,,,,,,https://helm.weblate.org,fbe9a2c893295c8f367f18a8c0c2c7eb75e9733b3d70b5895bdf5d4038db0e8a,scanned,
258,csi-driver-nfs/csi-driver-nfs,4.13.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/kubernetes-csi/csi-driver-nfs/master/charts,2603130f3eabc08fd271256a2fd1cbff6d75d1fe0bfe5e127feb5c2e0ae9ecb7,scanned,
259,bitnami/jupyterhub,10.0.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,20,1,9,14,4,2,9,34,4,2,0,0,0,0,0,2,3,10,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,d4921d7d10bde5e313f1b4cdd79a6626b695eeea152b1eab3463fb59e2287123,scanned,
260,opensearch-project-helm-charts/opensearch-dashboards,3.6.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,16,0,0,3,0,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://opensearch-project.github.io/helm-charts,b56342cd19377c125cb50a644434e8f5967ce86556587b47731944decb1b1bf2,scanned,
261,emberstack/reflector,10.0.45,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;capabilities;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,17,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://emberstack.github.io/helm-charts,81168dd5fcfbe43282a97d19f340057bf0fcba34ae6c1ded98a9e1a62fff2cb8,scanned,
262,bitnami/tomcat,13.5.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,41,0,0,5,7,1,3,5,2,0,0,7,2,1,0,0,0,0,0,1,2,3,1,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,750a9a55952e59a5b7b1a8e89005ebe79274a655e70238a989fb7601ee3b2f09,scanned,"Error: failed to perform ""FetchReference"" on source: GET ""https://registry-1.docker.io/v2/bitnamicharts/tomcat/manifests/13.5.4"": Get ""https://auth.docker.io/token?scope=repository%3Abitnamicharts%2Ftomcat%3Apull&service=registry.docker.io"": read tcp [2a00:23c4:aca5:a701:3466:f2bf:46c9:30a4]:61561->[2a06:98c1:3106::6812:2bb2]:443: read: connection reset by peer
"
263,sonatype/nxrm-ha,92.2.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://sonatype.github.io/helm3-charts/,fc1e1dd3e6e1c5e77a809ce3d668f1885038aed0764cfd14943ce31ef9bcd3c8,scanned,
264,openfga/openfga,0.3.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,60,1,0,4,19,1,10,17,2,0,6,31,0,13,0,0,0,0,0,4,2,9,3,true,2,,0,0,0,,,,,,,,,,,,,,,,https://openfga.github.io/helm-charts,f210af74e5af22a043c74e5beb179327e854d018c1fc4bb8ea00a07a1d6ce25c,scanned,
265,penpot/penpot,0.43.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,25,1,18,17,6,2,9,42,6,11,0,0,0,0,0,8,13,10,3,true,3,,0,0,0,,,,,,,,,,,,,,,,https://helm.penpot.app,db4f92ce1c6cd64b8fc3d46c10994384d10b19f2fb844dba7e485749f7998385,scanned,
266,semaphoreui/semaphore,16.2.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,52,0,1,5,25,1,10,17,4,4,27,36,4,2,1,0,0,0,0,4,5,20,2,true,0,,0,0,0,,,,,,,,,,,,,,,,https://semaphoreui.github.io/charts/,a7802961495579054262740908e71effa9d8d5858a15ef187d2de77498b35945,scanned,
267,bitnami/consul,11.4.32,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,61,1,0,5,7,1,3,5,2,0,0,13,2,1,0,0,0,0,0,1,0,3,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,46c6408abff1add6310c9eb7be4c3acc65688f75ec54b3681597494e94019be8,scanned,
268,cowboysysop/flowise,6.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,52,0,1,5,31,1,18,22,6,3,19,47,8,4,2,0,0,0,0,7,9,18,4,true,0,,0,0,0,,,,,,,,,,,,,,,,https://cowboysysop.github.io/charts/,6b8c6c3317b95b7ddec8c0ac3a4501ec9d7f5433fb79f643388d2aabaa97c142,scanned,
269,bitnami/grafana-loki,6.0.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,63,1,0,5,27,3,9,16,4,0,0,14,6,3,0,1,2,0,0,9,4,8,3,true,8,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,9dbdf1e30171a9fb08b8784d063e5451a7766d90698c8ef53ef424f3fe76c1c1,scanned,
270,deliveryhero/locust,0.35.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,14,0,0,2,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/deliveryhero/helm-charts/refs/heads/master/,e84acd61de7d707f4dea94acdff1b7fe6a3178af7233edc311f7dce8fbfbf283,scanned,
271,node-red/node-red,0.40.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,14,0,0,2,0,2,0,0,0,0,0,1,0,6,0,0,2,0,0,0,1,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://schwarzit.github.io/node-red-chart/,88386b497e34e2cfa1ea19ef332d68ebf3322bae8e92b2589ddafabb65f18f8f,scanned,
272,prometheus-community/prometheus-kafka-exporter,3.0.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,77,1,2,5,8,1,4,6,2,0,0,27,3,1,1,0,0,0,0,6,4,10,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://prometheus-community.github.io/helm-charts,87c9684755c021357cad5d11023c71fad436fb7bc893a6e1f0a077db9aa3777f,scanned,
273,prometheus-community/prometheus-mongodb-exporter,3.20.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl,,,none,,,not-yet-proved,P2 recipe/render/install policy,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://prometheus-community.github.io/helm-charts,260da83dad29bae6d232c19b4183b2c3322cff700d6ced2d0c99bb9dcfd72eb6,scanned,"Error: Get ""https://github.com/prometheus-community/helm-charts/releases/download/prometheus-mongodb-exporter-3.20.0/prometheus-mongodb-exporter-3.20.0.tgz"": read tcp 192.168.1.189:61560->20.26.156.215:443: read: connection reset by peer
"
274,victoriametrics/victoria-metrics-operator,0.63.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks,,,none,,,source-risk-no-proof,P0 source/dependency risk,60,1,0,3,2,3,1,0,2,0,11,11,0,2,0,10,8,1,0,0,0,1,1,true,2,,0,0,0,,,,,,,,,,,,,,,,https://victoriametrics.github.io/helm-charts/,5d00fcc23ce026c70acdc6e50907d0ee01732123557116c3a1b1dc815a8d412d,scanned,"Error: looks like ""https://victoriametrics.github.io/helm-charts/"" is not a valid chart repository or cannot be reached: read tcp [2a00:23c4:aca5:a701:3466:f2bf:46c9:30a4]:61559->[2606:50c0:8002::153]:443: read: connection reset by peer
"
275,mongodb-helm-charts/community-operator,0.13.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",plain-ish,,,none,,,not-yet-proved,P2 recipe/render/install policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://mongodb.github.io/helm-charts,55e1b4f4c1be49c0195945a1ab256a1296259f44569a37565683c27f98dec43f,scanned,
276,keel/keel,1.2.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.keel.sh,7753708867a8219607d8f7f1c2bcef1545818c2ca927484b696daac7c9fac5e8,scanned,
277,fission-charts/fission-all,1.23.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;hooks;cluster-rbac;webhooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,52,0,3,1,11,3,1,7,4,0,7,0,0,0,7,0,2,2,0,0,1,5,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://fission.github.io/fission-charts/,fbf071154c6dafdcebdcdb456f1f7c81270c431eaedf6c9429e6b820b0f758a0,scanned,
278,meshery/meshery,1.0.28,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;crds;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,16,0,0,3,0,2,0,0,0,0,0,1,2,10,0,2,9,0,0,0,0,0,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://meshery.io/charts/,93105567b571d2d9d5c44fb340cc63d121578ad33801ac3a2815400ad7cb6842,scanned,
279,hirosystems/bitcoin-core,2.1.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,61,1,0,5,7,1,3,5,2,0,0,6,2,1,0,0,0,0,0,1,0,2,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.hiro.so/hirosystems,ed57e29e76054bebb563a4fc29ef5e672b4d012a89a8949639266dea0dc656af,scanned,
280,bitnami/grafana-operator,4.9.37,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;crds;cluster-rbac,,,none,,,source-risk-no-proof,P0 source/dependency risk,62,1,0,5,5,2,3,5,0,0,0,4,2,1,0,11,2,0,0,0,0,0,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,154a0007b12ddee72e77982ea45a4151571349a91c786363790707ee57723c4e,scanned,
281,jouve/mailpit,0.34.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,15,1,3,5,0,0,2,6,2,1,0,0,0,0,0,0,1,1,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://jouve.github.io/charts/,a8aab7cd8c9a7bb5c3e13b782b5c272781f9858cba551c9643e078a510774b64,scanned,
282,cowboysysop/mongo-express,7.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,52,0,1,5,14,1,7,13,1,0,2,23,4,3,2,0,0,0,0,3,3,5,2,true,0,,0,0,0,,,,,,,,,,,,,,,,https://cowboysysop.github.io/charts/,c787ef4bd9383f200ceb3c4ba29f918447e3b3e78a758ed7a5bd74f8c4a63215,scanned,
283,bitnami/moodle,28.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,16,1,7,12,2,2,13,15,4,2,0,0,0,0,0,2,1,10,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,a77f6d22e8e5aecc0a84dde8187954a7878e7a842351fec27cd19a6745f214f7,scanned,
284,ygqygq2/nacos,2.1.10,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,13,1,7,11,2,0,1,13,2,3,0,0,0,0,0,3,1,6,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://ygqygq2.github.io/charts/,9d694ea2b8c91fad7456035bb40a2930fc3bdbf012afc326fef64ba1971a20cf,scanned,
285,bitnami/redmine,34.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,28,1,10,18,6,4,21,46,6,3,0,0,0,0,0,4,4,17,3,true,5,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,4eefd22089d01c4f04f607cf3c838511925230df67a78b72fcf1e080501f401a,scanned,
286,emqx-operator/emqx,5.8.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,15,0,0,3,0,1,0,0,0,0,0,3,1,17,0,0,0,0,0,1,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://repos.emqx.io/charts,50d42fcbbfedc59f466c1a6288d440084f1dd2dd5f865d9212e5fb56e386172c,scanned,
287,groundhog2k/postgres,1.6.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,4,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://groundhog2k.github.io/helm-charts/,c5463ae959f597396c3de564f790cfbcad046fd3211da46c97adec0645e9b246,scanned,
288,seaweedfs/seaweedfs,4.28.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,61,0,3,3,6,2,7,6,0,0,7,75,0,28,4,0,4,0,0,4,9,4,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://seaweedfs.github.io/seaweedfs/helm,9d05e5913fde15dc1907ab3ba5fad55c9007d4dd6e30b55046cf14912042b159,scanned,
